,fips,stateabb,sedacountyname,subject,grade,year,variable,gcs_value,student_category,clean_student_category
290,6,CA,Butte County,mth,3,2018,gcs_mn_whg,0.7859145651860189,whg,White-Hispanic Gap
292,6,CA,Butte County,mth,4,2009,gcs_mn_whg,0.8352968070134499,whg,White-Hispanic Gap
294,6,CA,Butte County,mth,4,2010,gcs_mn_whg,0.8345589780839495,whg,White-Hispanic Gap
296,6,CA,Butte County,mth,4,2011,gcs_mn_whg,0.8811570242032795,whg,White-Hispanic Gap
298,6,CA,Butte County,mth,4,2012,gcs_mn_whg,0.813577317204882,whg,White-Hispanic Gap
300,6,CA,Butte County,mth,4,2013,gcs_mn_whg,0.4701479092363918,whg,White-Hispanic Gap
302,6,CA,Butte County,mth,4,2015,gcs_mn_whg,0.9855706176452168,whg,White-Hispanic Gap
304,6,CA,Butte County,mth,4,2016,gcs_mn_whg,0.9491552285862016,whg,White-Hispanic Gap
306,6,CA,Butte County,mth,4,2017,gcs_mn_whg,0.6533135675906865,whg,White-Hispanic Gap
308,6,CA,Butte County,mth,4,2018,gcs_mn_whg,1.041544283211367,whg,White-Hispanic Gap
310,6,CA,Butte County,mth,5,2009,gcs_mn_whg,0.6190076397290061,whg,White-Hispanic Gap
312,6,CA,Butte County,mth,5,2010,gcs_mn_whg,0.5934404917557503,whg,White-Hispanic Gap
314,6,CA,Butte County,mth,5,2011,gcs_mn_whg,0.6753333391703291,whg,White-Hispanic Gap
316,6,CA,Butte County,mth,5,2012,gcs_mn_whg,0.8017132265734489,whg,White-Hispanic Gap
318,6,CA,Butte County,mth,5,2013,gcs_mn_whg,0.9045092372643524,whg,White-Hispanic Gap
320,6,CA,Butte County,mth,5,2015,gcs_mn_whg,1.202001321422332,whg,White-Hispanic Gap
322,6,CA,Butte County,mth,5,2016,gcs_mn_whg,1.161368944987133,whg,White-Hispanic Gap
324,6,CA,Butte County,mth,5,2017,gcs_mn_whg,1.113407103857816,whg,White-Hispanic Gap
326,6,CA,Butte County,mth,5,2018,gcs_mn_whg,1.124144494772079,whg,White-Hispanic Gap
328,6,CA,Butte County,mth,6,2009,gcs_mn_whg,1.086176875408287,whg,White-Hispanic Gap
330,6,CA,Butte County,mth,6,2010,gcs_mn_whg,0.8865980598594683,whg,White-Hispanic Gap
332,6,CA,Butte County,mth,6,2011,gcs_mn_whg,1.032793337583146,whg,White-Hispanic Gap
334,6,CA,Butte County,mth,6,2012,gcs_mn_whg,1.171027238783595,whg,White-Hispanic Gap
336,6,CA,Butte County,mth,6,2013,gcs_mn_whg,0.9537233291060628,whg,White-Hispanic Gap
338,6,CA,Butte County,mth,6,2015,gcs_mn_whg,1.118395256548725,whg,White-Hispanic Gap
340,6,CA,Butte County,mth,6,2016,gcs_mn_whg,,whg,White-Hispanic Gap
342,6,CA,Butte County,mth,6,2017,gcs_mn_whg,1.395872801139608,whg,White-Hispanic Gap
344,6,CA,Butte County,mth,6,2018,gcs_mn_whg,1.068872213090204,whg,White-Hispanic Gap
351,6,CA,Butte County,mth,7,2015,gcs_mn_whg,1.458797127184613,whg,White-Hispanic Gap
353,6,CA,Butte County,mth,7,2016,gcs_mn_whg,1.395144134225741,whg,White-Hispanic Gap
355,6,CA,Butte County,mth,7,2017,gcs_mn_whg,1.786645486839521,whg,White-Hispanic Gap
357,6,CA,Butte County,mth,7,2018,gcs_mn_whg,1.521706715420699,whg,White-Hispanic Gap
364,6,CA,Butte County,mth,8,2015,gcs_mn_whg,1.748068378029523,whg,White-Hispanic Gap
366,6,CA,Butte County,mth,8,2016,gcs_mn_whg,1.714693129922002,whg,White-Hispanic Gap
368,6,CA,Butte County,mth,8,2017,gcs_mn_whg,1.406644430654092,whg,White-Hispanic Gap
370,6,CA,Butte County,mth,8,2018,gcs_mn_whg,1.895016725706499,whg,White-Hispanic Gap
372,6,CA,Calaveras County,mth,3,2009,gcs_mn_whg,,whg,White-Hispanic Gap
374,6,CA,Calaveras County,mth,3,2010,gcs_mn_whg,1.52948740334732,whg,White-Hispanic Gap
376,6,CA,Calaveras County,mth,3,2011,gcs_mn_whg,0.995972698101002,whg,White-Hispanic Gap
378,6,CA,Calaveras County,mth,3,2012,gcs_mn_whg,0.7298230249687865,whg,White-Hispanic Gap
380,6,CA,Calaveras County,mth,3,2013,gcs_mn_whg,0.5623989774379756,whg,White-Hispanic Gap
382,6,CA,Calaveras County,mth,3,2015,gcs_mn_whg,0.7742362052142988,whg,White-Hispanic Gap
384,6,CA,Calaveras County,mth,3,2016,gcs_mn_whg,0.2176428641500724,whg,White-Hispanic Gap
386,6,CA,Calaveras County,mth,3,2017,gcs_mn_whg,0.6270958267218146,whg,White-Hispanic Gap
388,6,CA,Calaveras County,mth,3,2018,gcs_mn_whg,0.6193556918862323,whg,White-Hispanic Gap
390,6,CA,Calaveras County,mth,4,2009,gcs_mn_whg,,whg,White-Hispanic Gap
392,6,CA,Calaveras County,mth,4,2010,gcs_mn_whg,1.012944648834182,whg,White-Hispanic Gap
394,6,CA,Calaveras County,mth,4,2011,gcs_mn_whg,1.055506686471146,whg,White-Hispanic Gap
396,6,CA,Calaveras County,mth,4,2012,gcs_mn_whg,0.7746176283223918,whg,White-Hispanic Gap
398,6,CA,Calaveras County,mth,4,2013,gcs_mn_whg,0.9994790172811124,whg,White-Hispanic Gap
400,6,CA,Calaveras County,mth,4,2015,gcs_mn_whg,0.5142022905651837,whg,White-Hispanic Gap
402,6,CA,Calaveras County,mth,4,2016,gcs_mn_whg,1.107631269589099,whg,White-Hispanic Gap
404,6,CA,Calaveras County,mth,4,2017,gcs_mn_whg,,whg,White-Hispanic Gap
406,6,CA,Calaveras County,mth,4,2018,gcs_mn_whg,0.3410556855332308,whg,White-Hispanic Gap
408,6,CA,Calaveras County,mth,5,2009,gcs_mn_whg,,whg,White-Hispanic Gap
410,6,CA,Calaveras County,mth,5,2010,gcs_mn_whg,0.5059266431914746,whg,White-Hispanic Gap
412,6,CA,Calaveras County,mth,5,2011,gcs_mn_whg,0.7661116872037252,whg,White-Hispanic Gap
414,6,CA,Calaveras County,mth,5,2012,gcs_mn_whg,0.6992971253565221,whg,White-Hispanic Gap
416,6,CA,Calaveras County,mth,5,2013,gcs_mn_whg,0.3481852290889553,whg,White-Hispanic Gap
418,6,CA,Calaveras County,mth,5,2015,gcs_mn_whg,1.061699531741177,whg,White-Hispanic Gap
420,6,CA,Calaveras County,mth,5,2016,gcs_mn_whg,0.8088068734999989,whg,White-Hispanic Gap
422,6,CA,Calaveras County,mth,5,2017,gcs_mn_whg,1.38986373144581,whg,White-Hispanic Gap
424,6,CA,Calaveras County,mth,5,2018,gcs_mn_whg,,whg,White-Hispanic Gap
426,6,CA,Calaveras County,mth,6,2009,gcs_mn_whg,,whg,White-Hispanic Gap
428,6,CA,Calaveras County,mth,6,2010,gcs_mn_whg,1.172037300139945,whg,White-Hispanic Gap
430,6,CA,Calaveras County,mth,6,2011,gcs_mn_whg,0.3425904079172629,whg,White-Hispanic Gap
432,6,CA,Calaveras County,mth,6,2012,gcs_mn_whg,0.6270055406917219,whg,White-Hispanic Gap
434,6,CA,Calaveras County,mth,6,2013,gcs_mn_whg,0.7040354415424576,whg,White-Hispanic Gap
436,6,CA,Calaveras County,mth,6,2015,gcs_mn_whg,0.9454885247905184,whg,White-Hispanic Gap
438,6,CA,Calaveras County,mth,6,2016,gcs_mn_whg,1.387417637589804,whg,White-Hispanic Gap
440,6,CA,Calaveras County,mth,6,2017,gcs_mn_whg,,whg,White-Hispanic Gap
442,6,CA,Calaveras County,mth,6,2018,gcs_mn_whg,0.6423418136407939,whg,White-Hispanic Gap
449,6,CA,Calaveras County,mth,7,2015,gcs_mn_whg,0.6033447614371864,whg,White-Hispanic Gap
451,6,CA,Calaveras County,mth,7,2016,gcs_mn_whg,1.099453399503222,whg,White-Hispanic Gap
453,6,CA,Calaveras County,mth,7,2017,gcs_mn_whg,1.440670359895982,whg,White-Hispanic Gap
455,6,CA,Calaveras County,mth,7,2018,gcs_mn_whg,,whg,White-Hispanic Gap
462,6,CA,Calaveras County,mth,8,2015,gcs_mn_whg,0.4808082183446126,whg,White-Hispanic Gap
464,6,CA,Calaveras County,mth,8,2016,gcs_mn_whg,1.343388236390885,whg,White-Hispanic Gap
466,6,CA,Calaveras County,mth,8,2017,gcs_mn_whg,0.6783598820560172,whg,White-Hispanic Gap
468,6,CA,Calaveras County,mth,8,2018,gcs_mn_whg,0.9233247152865172,whg,White-Hispanic Gap
470,6,CA,Colusa County,mth,3,2009,gcs_mn_whg,1.186644514935347,whg,White-Hispanic Gap
472,6,CA,Colusa County,mth,3,2010,gcs_mn_whg,1.673452614129162,whg,White-Hispanic Gap
474,6,CA,Colusa County,mth,3,2011,gcs_mn_whg,1.892285084708095,whg,White-Hispanic Gap
476,6,CA,Colusa County,mth,3,2012,gcs_mn_whg,1.493027102325197,whg,White-Hispanic Gap
478,6,CA,Colusa County,mth,3,2013,gcs_mn_whg,2.063569923476872,whg,White-Hispanic Gap
480,6,CA,Colusa County,mth,3,2015,gcs_mn_whg,2.252870637873623,whg,White-Hispanic Gap
482,6,CA,Colusa County,mth,3,2016,gcs_mn_whg,2.105045640383555,whg,White-Hispanic Gap
484,6,CA,Colusa County,mth,3,2017,gcs_mn_whg,1.716150735198709,whg,White-Hispanic Gap
486,6,CA,Colusa County,mth,3,2018,gcs_mn_whg,,whg,White-Hispanic Gap
488,6,CA,Colusa County,mth,4,2009,gcs_mn_whg,1.294910701676824,whg,White-Hispanic Gap
490,6,CA,Colusa County,mth,4,2010,gcs_mn_whg,1.25515819678399,whg,White-Hispanic Gap
492,6,CA,Colusa County,mth,4,2011,gcs_mn_whg,0.9610186856255324,whg,White-Hispanic Gap
494,6,CA,Colusa County,mth,4,2012,gcs_mn_whg,1.030896733408619,whg,White-Hispanic Gap
496,6,CA,Colusa County,mth,4,2013,gcs_mn_whg,0.8020101820685788,whg,White-Hispanic Gap
498,6,CA,Colusa County,mth,4,2015,gcs_mn_whg,2.208306677719972,whg,White-Hispanic Gap
500,6,CA,Colusa County,mth,4,2016,gcs_mn_whg,1.993937300442129,whg,White-Hispanic Gap
502,6,CA,Colusa County,mth,4,2017,gcs_mn_whg,1.983006181996175,whg,White-Hispanic Gap
504,6,CA,Colusa County,mth,4,2018,gcs_mn_whg,,whg,White-Hispanic Gap
506,6,CA,Colusa County,mth,5,2009,gcs_mn_whg,1.293353071851007,whg,White-Hispanic Gap
508,6,CA,Colusa County,mth,5,2010,gcs_mn_whg,1.428635021648793,whg,White-Hispanic Gap
510,6,CA,Colusa County,mth,5,2011,gcs_mn_whg,1.10935951598948,whg,White-Hispanic Gap
512,6,CA,Colusa County,mth,5,2012,gcs_mn_whg,1.793289011036368,whg,White-Hispanic Gap
514,6,CA,Colusa County,mth,5,2013,gcs_mn_whg,1.354602119426344,whg,White-Hispanic Gap
516,6,CA,Colusa County,mth,5,2015,gcs_mn_whg,1.517208713876523,whg,White-Hispanic Gap
518,6,CA,Colusa County,mth,5,2016,gcs_mn_whg,2.406095766089614,whg,White-Hispanic Gap
520,6,CA,Colusa County,mth,5,2017,gcs_mn_whg,1.994667999123085,whg,White-Hispanic Gap
522,6,CA,Colusa County,mth,5,2018,gcs_mn_whg,1.972423448197939,whg,White-Hispanic Gap
524,6,CA,Colusa County,mth,6,2009,gcs_mn_whg,2.181870130709184,whg,White-Hispanic Gap
526,6,CA,Colusa County,mth,6,2010,gcs_mn_whg,1.457428199659043,whg,White-Hispanic Gap
528,6,CA,Colusa County,mth,6,2011,gcs_mn_whg,1.265966166405645,whg,White-Hispanic Gap
530,6,CA,Colusa County,mth,6,2012,gcs_mn_whg,1.665853892668634,whg,White-Hispanic Gap
532,6,CA,Colusa County,mth,6,2013,gcs_mn_whg,1.908988345351579,whg,White-Hispanic Gap
534,6,CA,Colusa County,mth,6,2015,gcs_mn_whg,1.995630284150971,whg,White-Hispanic Gap
536,6,CA,Colusa County,mth,6,2016,gcs_mn_whg,0.9108494710247584,whg,White-Hispanic Gap
538,6,CA,Colusa County,mth,6,2017,gcs_mn_whg,1.81356153072154,whg,White-Hispanic Gap
540,6,CA,Colusa County,mth,6,2018,gcs_mn_whg,,whg,White-Hispanic Gap
547,6,CA,Colusa County,mth,7,2015,gcs_mn_whg,1.640721453564184,whg,White-Hispanic Gap
549,6,CA,Colusa County,mth,7,2016,gcs_mn_whg,,whg,White-Hispanic Gap
552,6,CA,Colusa County,mth,7,2018,gcs_mn_whg,2.144111138147769,whg,White-Hispanic Gap
559,6,CA,Colusa County,mth,8,2015,gcs_mn_whg,2.273009228224113,whg,White-Hispanic Gap
561,6,CA,Colusa County,mth,8,2016,gcs_mn_whg,2.631361915978578,whg,White-Hispanic Gap
563,6,CA,Colusa County,mth,8,2017,gcs_mn_whg,,whg,White-Hispanic Gap
565,6,CA,Colusa County,mth,8,2018,gcs_mn_whg,1.321687006069363,whg,White-Hispanic Gap
567,6,CA,Contra Costa County,mth,3,2009,gcs_mn_whg,,whg,White-Hispanic Gap
569,6,CA,Contra Costa County,mth,3,2010,gcs_mn_whg,,whg,White-Hispanic Gap
571,6,CA,Contra Costa County,mth,3,2011,gcs_mn_whg,1.996262276102451,whg,White-Hispanic Gap
573,6,CA,Contra Costa County,mth,3,2012,gcs_mn_whg,1.967847241499625,whg,White-Hispanic Gap
575,6,CA,Contra Costa County,mth,3,2013,gcs_mn_whg,2.172643302946744,whg,White-Hispanic Gap
577,6,CA,Contra Costa County,mth,3,2015,gcs_mn_whg,2.720560407854141,whg,White-Hispanic Gap
579,6,CA,Contra Costa County,mth,3,2016,gcs_mn_whg,2.714526903052279,whg,White-Hispanic Gap
581,6,CA,Contra Costa County,mth,3,2017,gcs_mn_whg,2.580568652961397,whg,White-Hispanic Gap
583,6,CA,Contra Costa County,mth,3,2018,gcs_mn_whg,2.618259861058876,whg,White-Hispanic Gap
585,6,CA,Contra Costa County,mth,4,2009,gcs_mn_whg,,whg,White-Hispanic Gap
587,6,CA,Contra Costa County,mth,4,2010,gcs_mn_whg,2.405433231756552,whg,White-Hispanic Gap
589,6,CA,Contra Costa County,mth,4,2011,gcs_mn_whg,,whg,White-Hispanic Gap
591,6,CA,Contra Costa County,mth,4,2012,gcs_mn_whg,2.137601683519838,whg,White-Hispanic Gap
593,6,CA,Contra Costa County,mth,4,2013,gcs_mn_whg,1.9416389226922,whg,White-Hispanic Gap
595,6,CA,Contra Costa County,mth,4,2015,gcs_mn_whg,2.649659393653122,whg,White-Hispanic Gap
597,6,CA,Contra Costa County,mth,4,2016,gcs_mn_whg,2.820373772958418,whg,White-Hispanic Gap
599,6,CA,Contra Costa County,mth,4,2017,gcs_mn_whg,2.895674360898881,whg,White-Hispanic Gap
601,6,CA,Contra Costa County,mth,4,2018,gcs_mn_whg,2.696330238011153,whg,White-Hispanic Gap
603,6,CA,Contra Costa County,mth,5,2009,gcs_mn_whg,,whg,White-Hispanic Gap
605,6,CA,Contra Costa County,mth,5,2010,gcs_mn_whg,2.488517900408385,whg,White-Hispanic Gap
607,6,CA,Contra Costa County,mth,5,2011,gcs_mn_whg,2.146724174553122,whg,White-Hispanic Gap
609,6,CA,Contra Costa County,mth,5,2012,gcs_mn_whg,1.934149165742762,whg,White-Hispanic Gap
611,6,CA,Contra Costa County,mth,5,2013,gcs_mn_whg,2.265113593584318,whg,White-Hispanic Gap
613,6,CA,Contra Costa County,mth,5,2015,gcs_mn_whg,2.882204995684871,whg,White-Hispanic Gap
615,6,CA,Contra Costa County,mth,5,2016,gcs_mn_whg,2.861588573338302,whg,White-Hispanic Gap
617,6,CA,Contra Costa County,mth,5,2017,gcs_mn_whg,3.097980769818136,whg,White-Hispanic Gap
619,6,CA,Contra Costa County,mth,5,2018,gcs_mn_whg,3.179544036962175,whg,White-Hispanic Gap
621,6,CA,Contra Costa County,mth,6,2009,gcs_mn_whg,,whg,White-Hispanic Gap
623,6,CA,Contra Costa County,mth,6,2010,gcs_mn_whg,,whg,White-Hispanic Gap
625,6,CA,Contra Costa County,mth,6,2011,gcs_mn_whg,,whg,White-Hispanic Gap
627,6,CA,Contra Costa County,mth,6,2012,gcs_mn_whg,2.699518528587778,whg,White-Hispanic Gap
629,6,CA,Contra Costa County,mth,6,2013,gcs_mn_whg,2.575566745425829,whg,White-Hispanic Gap
631,6,CA,Contra Costa County,mth,6,2015,gcs_mn_whg,2.824556467809404,whg,White-Hispanic Gap
633,6,CA,Contra Costa County,mth,6,2016,gcs_mn_whg,3.209082510220922,whg,White-Hispanic Gap
635,6,CA,Contra Costa County,mth,6,2017,gcs_mn_whg,3.135967394280617,whg,White-Hispanic Gap
637,6,CA,Contra Costa County,mth,6,2018,gcs_mn_whg,3.213037321966395,whg,White-Hispanic Gap
644,6,CA,Contra Costa County,mth,7,2015,gcs_mn_whg,2.941807070007862,whg,White-Hispanic Gap
646,6,CA,Contra Costa County,mth,7,2016,gcs_mn_whg,3.125269765044727,whg,White-Hispanic Gap
648,6,CA,Contra Costa County,mth,7,2017,gcs_mn_whg,3.461691198970847,whg,White-Hispanic Gap
650,6,CA,Contra Costa County,mth,7,2018,gcs_mn_whg,3.314254315713312,whg,White-Hispanic Gap
657,6,CA,Contra Costa County,mth,8,2015,gcs_mn_whg,3.259769482404305,whg,White-Hispanic Gap
659,6,CA,Contra Costa County,mth,8,2016,gcs_mn_whg,3.422881315031259,whg,White-Hispanic Gap
661,6,CA,Contra Costa County,mth,8,2017,gcs_mn_whg,3.636520219226155,whg,White-Hispanic Gap
663,6,CA,Contra Costa County,mth,8,2018,gcs_mn_whg,3.765249878941483,whg,White-Hispanic Gap
665,6,CA,Del Norte County,mth,3,2009,gcs_mn_whg,0.2889601203822365,whg,White-Hispanic Gap
667,6,CA,Del Norte County,mth,3,2010,gcs_mn_whg,0.6492490615457488,whg,White-Hispanic Gap
669,6,CA,Del Norte County,mth,3,2011,gcs_mn_whg,0.4338560028366698,whg,White-Hispanic Gap
671,6,CA,Del Norte County,mth,3,2012,gcs_mn_whg,0.7142977931207504,whg,White-Hispanic Gap
673,6,CA,Del Norte County,mth,3,2013,gcs_mn_whg,1.124784683606056,whg,White-Hispanic Gap
675,6,CA,Del Norte County,mth,3,2015,gcs_mn_whg,0.7704833170133162,whg,White-Hispanic Gap
677,6,CA,Del Norte County,mth,3,2016,gcs_mn_whg,,whg,White-Hispanic Gap
679,6,CA,Del Norte County,mth,3,2017,gcs_mn_whg,,whg,White-Hispanic Gap
681,6,CA,Del Norte County,mth,3,2018,gcs_mn_whg,0.5296480150315637,whg,White-Hispanic Gap
683,6,CA,Del Norte County,mth,4,2009,gcs_mn_whg,1.128948420662985,whg,White-Hispanic Gap
685,6,CA,Del Norte County,mth,4,2010,gcs_mn_whg,-0.048316059348811,whg,White-Hispanic Gap
687,6,CA,Del Norte County,mth,4,2011,gcs_mn_whg,0.1914527642297218,whg,White-Hispanic Gap
689,6,CA,Del Norte County,mth,4,2012,gcs_mn_whg,-0.2469186114540345,whg,White-Hispanic Gap
691,6,CA,Del Norte County,mth,4,2013,gcs_mn_whg,0.8679974627822669,whg,White-Hispanic Gap
693,6,CA,Del Norte County,mth,4,2015,gcs_mn_whg,0.2616155231951546,whg,White-Hispanic Gap
695,6,CA,Del Norte County,mth,4,2016,gcs_mn_whg,,whg,White-Hispanic Gap
697,6,CA,Del Norte County,mth,4,2018,gcs_mn_whg,0.8434096579658626,whg,White-Hispanic Gap
699,6,CA,Del Norte County,mth,5,2009,gcs_mn_whg,0.7075722105482833,whg,White-Hispanic Gap
701,6,CA,Del Norte County,mth,5,2010,gcs_mn_whg,0.7216179153114731,whg,White-Hispanic Gap
703,6,CA,Del Norte County,mth,5,2011,gcs_mn_whg,0.0637354618939144,whg,White-Hispanic Gap
705,6,CA,Del Norte County,mth,5,2012,gcs_mn_whg,0.799117171515381,whg,White-Hispanic Gap
707,6,CA,Del Norte County,mth,5,2013,gcs_mn_whg,0.3894760084484321,whg,White-Hispanic Gap
709,6,CA,Del Norte County,mth,5,2015,gcs_mn_whg,0.7748416981087785,whg,White-Hispanic Gap
711,6,CA,Del Norte County,mth,5,2017,gcs_mn_whg,,whg,White-Hispanic Gap
712,6,CA,Del Norte County,mth,5,2018,gcs_mn_whg,0.9448465614601008,whg,White-Hispanic Gap
714,6,CA,Del Norte County,mth,6,2009,gcs_mn_whg,0.3318712748325718,whg,White-Hispanic Gap
716,6,CA,Del Norte County,mth,6,2010,gcs_mn_whg,0.5137191770562605,whg,White-Hispanic Gap
718,6,CA,Del Norte County,mth,6,2011,gcs_mn_whg,1.037477533977921,whg,White-Hispanic Gap
720,6,CA,Del Norte County,mth,6,2012,gcs_mn_whg,0.4081304301428803,whg,White-Hispanic Gap
722,6,CA,Del Norte County,mth,6,2013,gcs_mn_whg,0.367847236373694,whg,White-Hispanic Gap
724,6,CA,Del Norte County,mth,6,2015,gcs_mn_whg,0.8433079067399357,whg,White-Hispanic Gap
731,6,CA,Del Norte County,mth,7,2015,gcs_mn_whg,1.023513345470541,whg,White-Hispanic Gap
733,6,CA,Del Norte County,mth,7,2016,gcs_mn_whg,0.5512987960746002,whg,White-Hispanic Gap
735,6,CA,Del Norte County,mth,7,2018,gcs_mn_whg,,whg,White-Hispanic Gap
742,6,CA,Del Norte County,mth,8,2015,gcs_mn_whg,1.073173046949647,whg,White-Hispanic Gap
744,6,CA,El Dorado County,mth,3,2009,gcs_mn_whg,1.814834419680302,whg,White-Hispanic Gap
746,6,CA,El Dorado County,mth,3,2010,gcs_mn_whg,1.361275178710859,whg,White-Hispanic Gap
748,6,CA,El Dorado County,mth,3,2011,gcs_mn_whg,1.615784973929098,whg,White-Hispanic Gap
750,6,CA,El Dorado County,mth,3,2012,gcs_mn_whg,1.453225932668198,whg,White-Hispanic Gap
752,6,CA,El Dorado County,mth,3,2013,gcs_mn_whg,1.395150605536561,whg,White-Hispanic Gap
754,6,CA,El Dorado County,mth,3,2015,gcs_mn_whg,1.409647656367907,whg,White-Hispanic Gap
756,6,CA,El Dorado County,mth,3,2016,gcs_mn_whg,1.432829654984771,whg,White-Hispanic Gap
758,6,CA,El Dorado County,mth,3,2017,gcs_mn_whg,1.577185030108425,whg,White-Hispanic Gap
760,6,CA,El Dorado County,mth,3,2018,gcs_mn_whg,1.516235206963691,whg,White-Hispanic Gap
762,6,CA,El Dorado County,mth,4,2009,gcs_mn_whg,1.98466521375802,whg,White-Hispanic Gap
764,6,CA,El Dorado County,mth,4,2010,gcs_mn_whg,1.454420812300993,whg,White-Hispanic Gap
766,6,CA,El Dorado County,mth,4,2011,gcs_mn_whg,1.349169929533122,whg,White-Hispanic Gap
768,6,CA,El Dorado County,mth,4,2012,gcs_mn_whg,1.733831275698317,whg,White-Hispanic Gap
770,6,CA,El Dorado County,mth,4,2013,gcs_mn_whg,1.733008568471186,whg,White-Hispanic Gap
772,6,CA,El Dorado County,mth,4,2015,gcs_mn_whg,1.330821386925716,whg,White-Hispanic Gap
774,6,CA,El Dorado County,mth,4,2016,gcs_mn_whg,1.534332704256399,whg,White-Hispanic Gap
776,6,CA,El Dorado County,mth,4,2017,gcs_mn_whg,1.41157733118288,whg,White-Hispanic Gap
778,6,CA,El Dorado County,mth,4,2018,gcs_mn_whg,1.753045260404188,whg,White-Hispanic Gap
780,6,CA,El Dorado County,mth,5,2009,gcs_mn_whg,1.923859906819548,whg,White-Hispanic Gap
782,6,CA,El Dorado County,mth,5,2010,gcs_mn_whg,1.511211331349627,whg,White-Hispanic Gap
784,6,CA,El Dorado County,mth,5,2011,gcs_mn_whg,1.487877661257531,whg,White-Hispanic Gap
786,6,CA,El Dorado County,mth,5,2012,gcs_mn_whg,1.010937067978118,whg,White-Hispanic Gap
788,6,CA,El Dorado County,mth,5,2013,gcs_mn_whg,1.648514689910855,whg,White-Hispanic Gap
790,6,CA,El Dorado County,mth,5,2015,gcs_mn_whg,1.664887586885427,whg,White-Hispanic Gap
792,6,CA,El Dorado County,mth,5,2016,gcs_mn_whg,1.636755274043827,whg,White-Hispanic Gap
794,6,CA,El Dorado County,mth,5,2017,gcs_mn_whg,1.550845297082529,whg,White-Hispanic Gap
796,6,CA,El Dorado County,mth,5,2018,gcs_mn_whg,1.669583153837606,whg,White-Hispanic Gap
798,6,CA,El Dorado County,mth,6,2009,gcs_mn_whg,1.987103183976493,whg,White-Hispanic Gap
800,6,CA,El Dorado County,mth,6,2010,gcs_mn_whg,1.952568060290785,whg,White-Hispanic Gap
802,6,CA,El Dorado County,mth,6,2011,gcs_mn_whg,1.668782123506121,whg,White-Hispanic Gap
804,6,CA,El Dorado County,mth,6,2012,gcs_mn_whg,1.567537127504804,whg,White-Hispanic Gap
806,6,CA,El Dorado County,mth,6,2013,gcs_mn_whg,1.920747972315825,whg,White-Hispanic Gap
808,6,CA,El Dorado County,mth,6,2015,gcs_mn_whg,1.731405096090073,whg,White-Hispanic Gap
810,6,CA,El Dorado County,mth,6,2016,gcs_mn_whg,1.86040661275102,whg,White-Hispanic Gap
812,6,CA,El Dorado County,mth,6,2017,gcs_mn_whg,1.707735714852436,whg,White-Hispanic Gap
814,6,CA,El Dorado County,mth,6,2018,gcs_mn_whg,1.546416821694185,whg,White-Hispanic Gap
821,6,CA,El Dorado County,mth,7,2015,gcs_mn_whg,1.730970798984118,whg,White-Hispanic Gap
823,6,CA,El Dorado County,mth,7,2016,gcs_mn_whg,1.98522309889856,whg,White-Hispanic Gap
825,6,CA,El Dorado County,mth,7,2017,gcs_mn_whg,1.953941027523312,whg,White-Hispanic Gap
827,6,CA,El Dorado County,mth,7,2018,gcs_mn_whg,2.002496134284812,whg,White-Hispanic Gap
834,6,CA,El Dorado County,mth,8,2015,gcs_mn_whg,2.029136515745777,whg,White-Hispanic Gap
836,6,CA,El Dorado County,mth,8,2016,gcs_mn_whg,2.024384660702631,whg,White-Hispanic Gap
838,6,CA,El Dorado County,mth,8,2017,gcs_mn_whg,2.030279555544936,whg,White-Hispanic Gap
840,6,CA,El Dorado County,mth,8,2018,gcs_mn_whg,2.073413505344197,whg,White-Hispanic Gap
842,6,CA,Fresno County,mth,3,2009,gcs_mn_whg,2.064697097153064,whg,White-Hispanic Gap
844,6,CA,Fresno County,mth,3,2010,gcs_mn_whg,2.275076840948847,whg,White-Hispanic Gap
846,6,CA,Fresno County,mth,3,2011,gcs_mn_whg,1.939803304849585,whg,White-Hispanic Gap
848,6,CA,Fresno County,mth,3,2012,gcs_mn_whg,2.119299416697343,whg,White-Hispanic Gap
850,6,CA,Fresno County,mth,3,2013,gcs_mn_whg,2.136800725634485,whg,White-Hispanic Gap
852,6,CA,Fresno County,mth,3,2015,gcs_mn_whg,2.106290235886345,whg,White-Hispanic Gap
854,6,CA,Fresno County,mth,3,2016,gcs_mn_whg,2.121362013119088,whg,White-Hispanic Gap
856,6,CA,Fresno County,mth,3,2017,gcs_mn_whg,1.928171021568474,whg,White-Hispanic Gap
858,6,CA,Fresno County,mth,3,2018,gcs_mn_whg,1.721744412495272,whg,White-Hispanic Gap
860,6,CA,Fresno County,mth,4,2009,gcs_mn_whg,2.061991905139616,whg,White-Hispanic Gap
862,6,CA,Fresno County,mth,4,2010,gcs_mn_whg,1.926273307144684,whg,White-Hispanic Gap
864,6,CA,Fresno County,mth,4,2011,gcs_mn_whg,2.174853106563921,whg,White-Hispanic Gap
866,6,CA,Fresno County,mth,4,2012,gcs_mn_whg,1.64386760107866,whg,White-Hispanic Gap
868,6,CA,Fresno County,mth,4,2013,gcs_mn_whg,2.076173737761934,whg,White-Hispanic Gap
870,6,CA,Fresno County,mth,4,2015,gcs_mn_whg,2.081214604114575,whg,White-Hispanic Gap
872,6,CA,Fresno County,mth,4,2016,gcs_mn_whg,2.153757743778395,whg,White-Hispanic Gap
